rank,title,author,rating,ratings_count,score,votes,book_url,page
1071,"Sandstorm (Sigma Force, #1)",James Rollins,3.96,55754.0,689,8.0,https://www.goodreads.com/book/show/183822.Sandstorm,11
1072,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,4.18,233484.0,687,9.0,https://www.goodreads.com/book/show/9067850-the-throne-of-fire,11
1072,A Taste of Peace,J.J. Sorel,4.25,224.0,687,8.0,https://www.goodreads.com/book/show/56825276-a-taste-of-peace,11
1074,Blank Slate,Tiffany Snow,3.88,2761.0,686,7.0,https://www.goodreads.com/book/show/17190940-blank-slate,11
1075,Hello Little Girl (Hart's Ridge #10),Kay Bratt,4.58,6438.0,685,7.0,https://www.goodreads.com/book/show/208474591-hello-little-girl,11
1076,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,3.74,73312.0,684,8.0,https://www.goodreads.com/book/show/599.Sex_Drugs_and_Cocoa_Puffs,11
1076,"The Lost World (Jurassic Park, #2)",Michael Crichton,3.88,190462.0,684,9.0,https://www.goodreads.com/book/show/8650.The_Lost_World,11
1076,Riding the Devil (Harry Bauer #15),Blake Banner,4.52,3677.0,684,7.0,https://www.goodreads.com/book/show/63264104-riding-the-devil,11
1079,Roots of To-Be Templars (The Viking's Kurdish Love #3),Widad Akreyi,4.68,59.0,682,7.0,https://www.goodreads.com/book/show/57685312-roots-of-to-be-templars,11
1079,"The Arctic Incident (Artemis Fowl, #2)",Eoin Colfer,3.96,161688.0,682,8.0,https://www.goodreads.com/book/show/114955.The_Arctic_Incident,11
1081,My Dearest Miss Fairfax,Jeanette Watts,4.21,377.0,681,7.0,https://www.goodreads.com/book/show/60576339-my-dearest-miss-fairfax,11
1082,Familiar Scars,Christy Leigh Stewart,3.99,82.0,680,7.0,https://www.goodreads.com/book/show/6550857-familiar-scars,11
1082,A Wizard of Earthsea,Ursula K. Le Guin,4.01,376050.0,680,8.0,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,11
1082,"The Emperor (The Emperor, the Son and the Thief, #1)",Robert Reid,4.3,4934.0,680,8.0,https://www.goodreads.com/book/show/55624426-the-emperor,11
1085,Walden,Michael T. Dolan,3.42,391.0,678,7.0,https://www.goodreads.com/book/show/2798647-walden,11
1085,Thirteen Reasons Why,Jay Asher,3.83,1037084.0,678,10.0,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,11
1087,Heartstones,Ruth Rendell,3.68,882.0,677,7.0,https://www.goodreads.com/book/show/361615.Heartstones,11
1087,"A Real Basket Case (Claire Hanover, Gift Basket Designer, #1)",Beth Groundwater,3.53,375.0,677,7.0,https://www.goodreads.com/book/show/923993.A_Real_Basket_Case,11
1087,Watch Her Fall,Erin Kelly,3.79,3515.0,677,7.0,https://www.goodreads.com/book/show/55584194-watch-her-fall,11
1090,"The False Prince (Ascendance, #1)",Jennifer A. Nielsen,4.24,113902.0,676,7.0,https://www.goodreads.com/book/show/12432220-the-false-prince,11
1090,"Hatchet (Brian's Saga, #1)",Gary Paulsen,3.8,465294.0,676,8.0,https://www.goodreads.com/book/show/50.Hatchet,11
1090,"In a Dark, Dark Wood",Ruth Ware,3.71,411020.0,676,9.0,https://www.goodreads.com/book/show/27834600-in-a-dark-dark-wood,11
1093,"1Q84 (1Q84, #1-3)",Haruki Murakami,3.95,348965.0,675,9.0,https://www.goodreads.com/book/show/10357575-1q84,11
1093,More Than This,Patrick Ness,3.94,71197.0,675,8.0,https://www.goodreads.com/book/show/21969786-more-than-this,11
1093,"Journal 64 (Department Q, #4)",Jussi Adler-Olsen,4.07,31712.0,675,8.0,https://www.goodreads.com/book/show/10008056-journal-64,11
1096,The Trouble With Being God,William F. Aicher,3.41,97.0,674,7.0,https://www.goodreads.com/book/show/3929410-the-trouble-with-being-god,11
1096,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,3.91,1150843.0,674,8.0,https://www.goodreads.com/book/show/10194157-shadow-and-bone,11
1098,Tropical Dreams,Kelly Cozzone,4.3,128.0,672,7.0,https://www.goodreads.com/book/show/13269513-tropical-dreams,11
1098,The Running Man,Richard Bachman,3.87,180679.0,672,8.0,https://www.goodreads.com/book/show/11607.The_Running_Man,11
1100,Wayward Spirits (Witches of Palmetto Point #2),Wendy Wang,4.42,7619.0,671,7.0,https://www.goodreads.com/book/show/34457591-wayward-spirits,11
1101,London Fields,Martin Amis,3.66,13840.0,670,7.0,https://www.goodreads.com/book/show/18830.London_Fields,12
1101,Confidential Communications,J.R. Reardon,3.77,87.0,670,7.0,https://www.goodreads.com/book/show/4496091-confidential-communications,12
1101,"The Pale Horse (Ariadne Oliver, #5)",Agatha Christie,3.84,34368.0,670,8.0,https://www.goodreads.com/book/show/95382.The_Pale_Horse,12
1101,Ulysses,James Joyce,3.76,141560.0,670,9.0,https://www.goodreads.com/book/show/338798.Ulysses,12
1101,Death Comes to Pemberley,P.D. James,3.3,105248.0,670,8.0,https://www.goodreads.com/book/show/12875355-death-comes-to-pemberley,12
1106,"Three Dark Crowns (Three Dark Crowns, #1)",Kendare Blake,3.78,119800.0,669,8.0,https://www.goodreads.com/book/show/28374007-three-dark-crowns,12
1107,Portnoy’s Complaint,Philip Roth,3.7,75755.0,667,9.0,https://www.goodreads.com/book/show/43945.Portnoy_s_Complaint,12
1108,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.45,1042033.0,666,8.0,https://www.goodreads.com/book/show/32075671-the-hate-u-give,12
1108,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,4.07,145951.0,666,8.0,https://www.goodreads.com/book/show/61975.Dragonflight,12
1108,Stalker Stalked,Lee Matthew Goldberg,4.1,302.0,666,7.0,https://www.goodreads.com/book/show/58553366-stalker-stalked,12
1111,"Nate Rocks the World (Nate Rocks, #1)",Karen Pokras Toz,4.09,214.0,665,7.0,https://www.goodreads.com/book/show/11929846-nate-rocks-the-world,12
1111,Dangerous Girls,Abigail Haas,4.06,26036.0,665,8.0,https://www.goodreads.com/book/show/16074758-dangerous-girls,12
1111,"Now You See Me (Lacey Flint, #1)",Sharon J. Bolton,4.04,23512.0,665,8.0,https://www.goodreads.com/book/show/9783200-now-you-see-me,12
1114,Leaving Time,Jodi Picoult,4.0,209405.0,664,8.0,https://www.goodreads.com/book/show/18816603-leaving-time,12
1114,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,4.13,172803.0,664,8.0,https://www.goodreads.com/book/show/12812550-days-of-blood-starlight,12
1114,You Shouldn't Be Here,Lauren Thoman,3.69,11143.0,664,7.0,https://www.goodreads.com/book/show/200035241-you-shouldn-t-be-here,12
1117,"Shadowfever (Fever, #5)",Karen Marie Moning,4.39,113763.0,663,7.0,https://www.goodreads.com/book/show/7304203-shadowfever,12
1117,Cracked Hearts,Linda Masemore Pirrung,4.28,122.0,663,7.0,https://www.goodreads.com/book/show/19548967-cracked-hearts,12
1117,Deehabta’s Song,Stephen Alder,4.39,282.0,663,8.0,https://www.goodreads.com/book/show/56689230-deehabta-s-song,12
1120,Outsiders: 22 All-New Stories From the Edge,Nancy Holder,3.41,105.0,661,7.0,https://www.goodreads.com/book/show/176144.Outsiders,12
1120,The Crucible,Arthur Miller,3.61,476161.0,661,8.0,https://www.goodreads.com/book/show/17250.The_Crucible,12
1120,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,4.22,106726.0,661,8.0,https://www.goodreads.com/book/show/108942.Bad_Luck_and_Trouble,12
1120,Sleeping Beauties,Stephen King,3.73,98120.0,661,8.0,https://www.goodreads.com/book/show/34466922-sleeping-beauties,12
1120,The Darkest Part of the Forest,Holly Black,3.86,91163.0,661,8.0,https://www.goodreads.com/book/show/20958632-the-darkest-part-of-the-forest,12
1125,"The Dark Tower (Dark Tower, #7)",Stephen King,4.29,195216.0,660,8.0,https://www.goodreads.com/book/show/5091.The_Dark_Tower,12
1125,The Yiddish Policemen's Union,Michael Chabon,3.72,81795.0,660,8.0,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,12
1127,"Sabriel (Abhorsen, #1)",Garth Nix,4.16,221730.0,658,7.0,https://www.goodreads.com/book/show/518848.Sabriel,12
1128,Growth of the Soil,Knut Hamsun,4.22,14529.0,657,8.0,https://www.goodreads.com/book/show/342049.Growth_of_the_Soil,12
1129,Nurtured Evil,Anthony Hulse,4.57,58.0,656,7.0,https://www.goodreads.com/book/show/23288823-nurtured-evil,12
1129,"Will Grayson, Will Grayson",John Green,3.69,415606.0,656,7.0,https://www.goodreads.com/book/show/6567017-will-grayson-will-grayson,12
1131,The Secret Life of Bees,Sue Monk Kidd,4.1,1372192.0,654,8.0,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,12
1131,"Truthwitch (The Witchlands, #1)",Susan Dennard,3.84,53856.0,654,7.0,https://www.goodreads.com/book/show/21414439-truthwitch,12
1133,Sister,Rosamund Lupton,3.77,56280.0,653,9.0,https://www.goodreads.com/book/show/8196732-sister,12
1133,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.56,806199.0,653,9.0,https://www.goodreads.com/book/show/22299763-crooked-kingdom,12
1135,Explosion in Paris,Linda Masemore Pirrung,3.6,2326.0,652,7.0,https://www.goodreads.com/book/show/6447501-explosion-in-paris,12
1136,"Pretties (Uglies, #2)",Scott Westerfeld,3.83,283411.0,650,8.0,https://www.goodreads.com/book/show/24768.Pretties,12
1136,Island,Aldous Huxley,3.84,37217.0,650,8.0,https://www.goodreads.com/book/show/5130.Island,12
1136,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,4.1,258721.0,650,8.0,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,12
1136,"The Sanatorium (Detective Elin Warner, #1)",Sarah Pearse,3.36,209583.0,650,8.0,https://www.goodreads.com/book/show/56935099-the-sanatorium,12
1140,The Nightingale,Kristin Hannah,4.65,2368566.0,649,7.0,https://www.goodreads.com/book/show/21853621-the-nightingale,12
1140,"66 Metres (Nadia Laksheva Spy Thriller, #1)",J.F. Kirwan,4.21,687.0,649,7.0,https://www.goodreads.com/book/show/31675868-66-metres,12
1142,Drink Deep from the Well of Good Intentions (The Return To Charleston Book 1),Donald Montano,4.43,203.0,648,8.0,https://www.goodreads.com/book/show/57720637-drink-deep-from-the-well-of-good-intentions,12
1142,Ring Of Love,Marion Catteral,4.44,191.0,648,8.0,https://www.goodreads.com/book/show/132515354-ring-of-love,12
1144,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.33,384256.0,647,8.0,https://www.goodreads.com/book/show/2802316-shadow-kiss,12
1144,What Alice Forgot,Liane Moriarty,4.07,526252.0,647,9.0,https://www.goodreads.com/book/show/6469165-what-alice-forgot,12
1146,Orchard of Skeletons,Eli Wilde,4.21,1182.0,646,7.0,https://www.goodreads.com/book/show/123000232-orchard-of-skeletons,12
1147,All the Bright Places,Jennifer Niven,4.11,643277.0,645,8.0,https://www.goodreads.com/book/show/18460392-all-the-bright-places,12
1148,Memoirs of a Geisha,Arthur Golden,4.16,2143671.0,644,9.0,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,12
1148,Endless Night,Agatha Christie,3.81,47660.0,644,8.0,https://www.goodreads.com/book/show/16366.Endless_Night,12
1150,"Where She Went (If I Stay, #2)",Gayle Forman,3.96,307760.0,643,7.0,https://www.goodreads.com/book/show/8492825-where-she-went,12
1150,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,4.08,83871.0,643,8.0,https://www.goodreads.com/book/show/6539.The_Body_Farm,12
1152,"The Last Child (Johnny Merrimon, #1)",John Hart,4.15,47090.0,640,7.0,https://www.goodreads.com/book/show/5556466-the-last-child,12
1152,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz,3.8,87136.0,640,9.0,https://www.goodreads.com/book/show/32599492-the-girl-who-takes-an-eye-for-an-eye,12
1152,"Echo Burning (Jack Reacher, #5)",Lee Child,4.05,111504.0,640,9.0,https://www.goodreads.com/book/show/455930.Echo_Burning,12
1155,"Wizard and Glass (The Dark Tower, #4)",Stephen King,4.27,227194.0,639,7.0,https://www.goodreads.com/book/show/5096.Wizard_and_Glass,12
1156,Jamaica Inn,Daphne du Maurier,3.9,63865.0,638,9.0,https://www.goodreads.com/book/show/18869967-jamaica-inn,12
1156,Quidditch Through the Ages,J.K. Rowling,3.79,191261.0,638,8.0,https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,12
1158,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood,4.07,135795.0,637,9.0,https://www.goodreads.com/book/show/6080337-the-year-of-the-flood,12
1158,"3rd Degree (Women's Murder Club, #3)",James Patterson,4.08,106010.0,637,7.0,https://www.goodreads.com/book/show/13132.3rd_Degree,12
1160,Strangers on a Train,Patricia Highsmith,3.72,40461.0,636,7.0,https://www.goodreads.com/book/show/15677.Strangers_on_a_Train,12
1160,"Less (Arthur Less, #1)",Andrew Sean Greer,3.62,231453.0,636,8.0,https://www.goodreads.com/book/show/39927096-less,12
1162,Bleak House,Charles Dickens,4.02,116703.0,635,7.0,https://www.goodreads.com/book/show/31242.Bleak_House,12
1162,Nine Perfect Strangers,Liane Moriarty,3.56,493104.0,635,8.0,https://www.goodreads.com/book/show/39280445-nine-perfect-strangers,12
1162,A Stranger in the House,Shari Lapena,3.68,183797.0,635,8.0,https://www.goodreads.com/book/show/33984056-a-stranger-in-the-house,12
1165,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.34,244949.0,634,8.0,https://www.goodreads.com/book/show/64216.Guards_Guards_,12
1165,"Dreams of Winter (A Forgotten Gods Tale, #1)",Christian Warren Freed,4.34,513.0,634,7.0,https://www.goodreads.com/book/show/38109136-dreams-of-winter,12
1165,Amazonia,James Rollins,4.15,36079.0,634,7.0,https://www.goodreads.com/book/show/294047.Amazonia,12
1168,The Bloody Chamber and Other Stories,Angela Carter,3.89,67409.0,633,9.0,https://www.goodreads.com/book/show/49011.The_Bloody_Chamber_and_Other_Stories,12
1168,Our Souls at Night,Kent Haruf,3.92,88704.0,633,8.0,https://www.goodreads.com/book/show/23602562-our-souls-at-night,12
1168,"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)",Lewis Carroll,3.99,452347.0,633,7.0,https://www.goodreads.com/book/show/60671823-alice-s-adventures-in-wonderland,12
1168,Another Sunny Day,D.K. Janotta,4.54,61.0,633,7.0,https://www.goodreads.com/book/show/55897948-another-sunny-day,12
1172,"Rules of Prey (Lucas Davenport, #1)",John Sandford,4.11,96812.0,632,8.0,https://www.goodreads.com/book/show/37301.Rules_of_Prey,12
1173,"The English Assassin (Gabriel Allon, #2)",Daniel Silva,4.17,46192.0,631,7.0,https://www.goodreads.com/book/show/93795.The_English_Assassin,12
1173,"Lioness Rampant (Song of the Lioness, #4)",Tamora Pierce,4.28,94227.0,631,8.0,https://www.goodreads.com/book/show/13837.Lioness_Rampant,12
1175,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,4.25,845575.0,630,8.0,https://www.goodreads.com/book/show/12067.Good_Omens,12
1175,The Pelican Brief,John Grisham,4.06,454193.0,630,7.0,https://www.goodreads.com/book/show/32499.The_Pelican_Brief,12
1177,The End of Everything,Megan Abbott,3.34,16271.0,628,8.0,https://www.goodreads.com/book/show/9596460-the-end-of-everything,12
1178,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk,3.85,71498.0,627,8.0,https://www.goodreads.com/book/show/22285.Rant,12
1179,Vanishing Acts,Jodi Picoult,3.73,119884.0,626,8.0,https://www.goodreads.com/book/show/14865.Vanishing_Acts,12
1179,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.15,149814.0,626,7.0,https://www.goodreads.com/book/show/179064.The_Goose_Girl,12
1179,Brainwalker,Robyn Mundell,4.29,10082.0,626,7.0,https://www.goodreads.com/book/show/30346601-brainwalker,12
1179,"Sworn to Silence (Kate Burkholder, #1)",Linda Castillo,4.04,54307.0,626,8.0,https://www.goodreads.com/book/show/6115138-sworn-to-silence,12
1183,"I, Claudius (Claudius, #1)",Robert Graves,4.24,75289.0,625,10.0,https://www.goodreads.com/book/show/18765.I_Claudius,12
1183,The Rainmaker,John Grisham,4.02,211775.0,625,8.0,https://www.goodreads.com/book/show/5349.The_Rainmaker,12
1183,"The Devil Colony (Sigma Force, #7)",James Rollins,4.19,28504.0,625,8.0,https://www.goodreads.com/book/show/7202829-the-devil-colony,12
1183,God’s So Great!!! It’s a Storm Without God… It’s the Perfect Journey When You Know the Name of Jesus Is Guaranteed!!!: My Life Testimony: There’s No Excuse to Not Be Who You Want to Be…,Larry Taylor,4.26,136.0,625,7.0,https://www.goodreads.com/book/show/41787334-god-s-so-great-it-s-a-storm-without-god-it-s-the-perfect-journey-whe,12
1183,"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1)",Laurie R. King,4.04,89604.0,625,7.0,https://www.goodreads.com/book/show/91661.The_Beekeeper_s_Apprentice,12
1183,"Wool Omnibus (Silo, #1)",Hugh Howey,4.22,291641.0,625,7.0,https://www.goodreads.com/book/show/13453029-wool-omnibus,12
1189,"Evil Under the Sun (Hercule Poirot, #23)",Agatha Christie,3.97,93100.0,624,7.0,https://www.goodreads.com/book/show/16305.Evil_Under_the_Sun,12
1189,Local Woman Missing,Mary Kubica,4.11,844085.0,624,8.0,https://www.goodreads.com/book/show/54737068-local-woman-missing,12
1189,Addicted to Time,Steven Decker,4.27,1068.0,624,7.0,https://www.goodreads.com/book/show/123271879-addicted-to-time,12
1189,The Familiars,Stacey Halls,3.87,55983.0,624,7.0,https://www.goodreads.com/book/show/39835415-the-familiars,12
1193,House of Sand and Fog,Andre Dubus III,3.86,137440.0,623,8.0,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,12
1194,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,4.04,136564.0,622,7.0,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,12
1195,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.66,723395.0,621,7.0,https://www.goodreads.com/book/show/7235533-the-way-of-kings,12
1195,"Gathering Blue (Giver, #2)",Lois Lowry,3.83,215516.0,621,7.0,https://www.goodreads.com/book/show/12936.Gathering_Blue,12
1197,"The Neighbor (Detective D.D. Warren, #3)",Lisa Gardner,4.08,54143.0,620,7.0,https://www.goodreads.com/book/show/5422154-the-neighbor,12
1198,"Night Fall (John Corey, #3)",Nelson DeMille,4.15,37218.0,619,7.0,https://www.goodreads.com/book/show/40940631-night-fall,12
1199,"Moby-Dick or, The Whale",Herman Melville,3.57,634272.0,618,9.0,https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale,12
1200,Cat’s Cradle,Kurt Vonnegut Jr.,4.15,448692.0,617,9.0,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,12
1200,I'm Just Saying: A Guide to Maintaining Civil Discourse in an Increasingly Divided World,Milan Kordestani,4.25,7540.0,617,7.0,https://www.goodreads.com/book/show/61271862-i-m-just-saying,13
1202,"Psycho (Psycho, #1)",Robert Bloch,4.13,80895.0,616,7.0,https://www.goodreads.com/book/show/156427.Psycho,13
1203,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.0,485301.0,615,8.0,https://www.goodreads.com/book/show/16101128-the-5th-wave,13
1204,The Room,Hubert Selby Jr.,3.7,6714.0,614,7.0,https://www.goodreads.com/book/show/50274.The_Room,13
1204,"The Miniaturist (The Miniaturist, #1)",Jessie Burton,3.62,155625.0,614,8.0,https://www.goodreads.com/book/show/18498569-the-miniaturist,13
1204,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",Seth Grahame-Smith,3.72,139555.0,614,8.0,https://www.goodreads.com/book/show/7108001-abraham-lincoln,13
1204,"God Is the Cure, Love Is the Answer: A Memoir",Aimee Cabo Nikolov,4.3,17056.0,614,7.0,https://www.goodreads.com/book/show/64653012-god-is-the-cure-love-is-the-answer,13
1208,"Open Season (Joe Pickett, #1)",C.J. Box,4.01,62782.0,613,8.0,https://www.goodreads.com/book/show/244102.Open_Season,13
1209,Time's Arrow,Martin Amis,3.76,18472.0,612,8.0,https://www.goodreads.com/book/show/23031.Time_s_Arrow,13
1209,"Elephants Can Remember (Hercule Poirot, #42)",Agatha Christie,3.66,51603.0,612,7.0,https://www.goodreads.com/book/show/148584.Elephants_Can_Remember,13
